id,prompt,correct_index,topic
language-reading-which-word-means-about-0014,Which word means about the same as 'messy'?,1,Language/Reading
language-reading-which-word-means-about-0015,Which word means about the same as 'gift'?,1,Language/Reading
language-reading-which-word-means-about-0016,Which word means about the same as 'job'?,2,Language/Reading
language-reading-which-word-means-about-0017,Which word means about the same as 'look'?,2,Language/Reading
language-reading-which-word-means-about-0018,Which word means about the same as 'shout'?,0,Language/Reading
language-reading-which-word-means-about-0019,Which word means about the same as 'fast'?,1,Language/Reading
language-reading-which-word-means-about-0020,Which word means about the same as 'chilly'?,2,Language/Reading
language-reading-which-word-means-about-0021,Which word means about the same as 'warm'?,1,Language/Reading
language-reading-which-word-means-about-0022,Which word means about the same as 'truthful'?,2,Language/Reading
language-reading-which-word-means-about-0023,Which word means about the same as 'repair'?,1,Language/Reading
language-reading-which-word-means-about-0024,Which word means about the same as 'choose'?,3,Language/Reading
language-reading-which-word-means-about-0025,Which word means about the same as 'empty'?,3,Language/Reading
language-reading-which-word-means-about-0026,Which word means about the same as 'story'?,2,Language/Reading
language-reading-which-word-means-about-0027,Which word means about the same as 'jump'?,1,Language/Reading
language-reading-which-word-means-about-0028,Which word means about the same as 'eat'?,0,Language/Reading
language-reading-which-word-means-about-0029,Which word means about the same as 'sleepy'?,3,Language/Reading
language-reading-which-word-means-about-0030,Which word means about the same as 'friend'?,3,Language/Reading
language-reading-which-word-means-about-0031,Which word means about the same as 'funny'?,3,Language/Reading
language-reading-which-word-means-about-0032,Which word means about the same as 'stone'?,3,Language/Reading
language-reading-which-word-means-about-0033,Which word means about the same as 'glow'?,3,Language/Reading
language-reading-which-word-means-about-0034,Which word means about the same as 'calm'?,0,Language/Reading
language-reading-which-word-means-about-0035,Which word means about the same as 'safe'?,2,Language/Reading
language-reading-which-word-means-about-0036,Which word means about the same as 'small'?,2,Language/Reading
language-reading-which-word-means-about-0037,Which word means about the same as 'glad'?,0,Language/Reading
language-reading-what-is-the-opposite-0038,What is the opposite of 'hot'?,3,Language/Reading
language-reading-what-is-the-opposite-0039,What is the opposite of 'early'?,0,Language/Reading
language-reading-what-is-the-opposite-0040,What is the opposite of 'up'?,0,Language/Reading
language-reading-what-is-the-opposite-0041,What is the opposite of 'in'?,3,Language/Reading
language-reading-what-is-the-opposite-0042,What is the opposite of 'empty'?,3,Language/Reading
language-reading-what-is-the-opposite-0043,What is the opposite of 'day'?,3,Language/Reading
language-reading-what-is-the-opposite-0044,What is the opposite of 'open'?,2,Language/Reading
language-reading-what-is-the-opposite-0045,What is the opposite of 'young'?,2,Language/Reading
language-reading-what-is-the-opposite-0046,What is the opposite of 'strong'?,0,Language/Reading
language-reading-what-is-the-opposite-0047,What is the opposite of 'near'?,3,Language/Reading
language-reading-what-is-the-opposite-0048,What is the opposite of 'high'?,2,Language/Reading
language-reading-what-is-the-opposite-0049,What is the opposite of 'laugh'?,2,Language/Reading
language-reading-what-is-the-opposite-0050,What is the opposite of 'win'?,1,Language/Reading
language-reading-what-is-the-opposite-0051,What is the opposite of 'arrive'?,0,Language/Reading
language-reading-what-is-the-opposite-0052,What is the opposite of 'add'?,2,Language/Reading
language-reading-what-is-the-opposite-0053,What is the opposite of 'accept'?,1,Language/Reading
language-reading-what-is-the-opposite-0054,What is the opposite of 'alive'?,3,Language/Reading
language-reading-what-is-the-opposite-0055,What is the opposite of 'soft'?,3,Language/Reading
language-reading-what-is-the-opposite-0056,What is the opposite of 'safe'?,1,Language/Reading
language-reading-what-is-the-opposite-0057,What is the opposite of 'smooth'?,3,Language/Reading
language-reading-what-is-the-opposite-0058,What is the opposite of 'front'?,1,Language/Reading
language-reading-what-is-the-opposite-0059,What is the opposite of 'thick'?,2,Language/Reading
language-reading-what-is-the-opposite-0060,What is the opposite of 'sweet'?,3,Language/Reading
language-reading-what-is-the-opposite-0061,What is the opposite of 'light'?,3,Language/Reading
language-reading-what-is-the-opposite-0062,What is the opposite of 'clean'?,3,Language/Reading
language-reading-what-is-the-opposite-0063,What is the opposite of 'happy'?,3,Language/Reading
language-reading-what-is-the-opposite-0064,What is the opposite of 'quiet'?,3,Language/Reading
language-reading-what-is-the-opposite-0065,What is the opposite of 'inside'?,3,Language/Reading
language-reading-what-is-the-opposite-0066,What is the opposite of 'build'?,1,Language/Reading
language-reading-what-is-the-opposite-0067,What is the opposite of 'borrow'?,1,Language/Reading
language-reading-which-contraction-matches-do-0068,Which contraction matches 'do not'?,0,Language/Reading
language-reading-which-contraction-matches-can-0069,Which contraction matches 'can not'?,2,Language/Reading
language-reading-which-contraction-matches-will-0070,Which contraction matches 'will not'?,2,Language/Reading
language-reading-which-contraction-matches-it-0071,Which contraction matches 'it is'?,0,Language/Reading
language-reading-which-contraction-matches-i-0072,Which contraction matches 'I am'?,3,Language/Reading
language-reading-which-contraction-matches-they-0073,Which contraction matches 'they are'?,2,Language/Reading
language-reading-which-contraction-matches-we-0074,Which contraction matches 'we are'?,2,Language/Reading
language-reading-which-contraction-matches-she-0075,Which contraction matches 'she is'?,1,Language/Reading
language-reading-which-contraction-matches-he-0076,Which contraction matches 'he is'?,2,Language/Reading
language-reading-which-contraction-matches-you-0077,Which contraction matches 'you are'?,3,Language/Reading
language-reading-which-contraction-matches-did-0078,Which contraction matches 'did not'?,0,Language/Reading
language-reading-which-contraction-matches-has-0079,Which contraction matches 'has not'?,3,Language/Reading
language-reading-which-contraction-matches-have-0080,Which contraction matches 'have not'?,3,Language/Reading
language-reading-which-contraction-matches-is-0081,Which contraction matches 'is not'?,3,Language/Reading
language-reading-which-contraction-matches-are-0082,Which contraction matches 'are not'?,3,Language/Reading
language-reading-which-contraction-matches-could-0083,Which contraction matches 'could not'?,3,Language/Reading
language-reading-which-contraction-matches-should-0084,Which contraction matches 'should not'?,1,Language/Reading
language-reading-which-contraction-matches-would-0085,Which contraction matches 'would not'?,1,Language/Reading
language-reading-what-is-the-correct-0086,What is the correct plural form of 'baby'?,0,Language/Reading
language-reading-what-is-the-correct-0087,What is the correct plural form of 'city'?,1,Language/Reading
language-reading-what-is-the-correct-0088,What is the correct plural form of 'bus'?,3,Language/Reading
language-reading-what-is-the-correct-0089,What is the correct plural form of 'box'?,1,Language/Reading
language-reading-what-is-the-correct-0090,What is the correct plural form of 'fox'?,2,Language/Reading
language-reading-what-is-the-correct-0091,What is the correct plural form of 'leaf'?,3,Language/Reading
language-reading-what-is-the-correct-0092,What is the correct plural form of 'wolf'?,1,Language/Reading
language-reading-what-is-the-correct-0093,What is the correct plural form of 'story'?,0,Language/Reading
language-reading-what-is-the-correct-0094,What is the correct plural form of 'brush'?,3,Language/Reading
language-reading-what-is-the-correct-0095,What is the correct plural form of 'dish'?,0,Language/Reading
language-reading-what-is-the-correct-0096,What is the correct plural form of 'church'?,2,Language/Reading
language-reading-what-is-the-correct-0097,What is the correct plural form of 'hero'?,1,Language/Reading
language-reading-what-is-the-correct-0098,What is the correct plural form of 'potato'?,0,Language/Reading
language-reading-what-is-the-correct-0099,What is the correct plural form of 'knife'?,3,Language/Reading
language-reading-what-is-the-correct-0100,What is the correct plural form of 'shelf'?,3,Language/Reading
